area_sqft,bedrooms,bathrooms,distance_cbd_km,school_score,hospital_score,metro_score,crime_index,flood_risk_score,age_years,parking_count,floor_number,total_floors,rental_yield_pct,price_per_sqft_micro_market,absorption_rate,inventory_months,interest_rate_pct,nearby_projects_count,locality_score,property_type,city_tier,furnishing,market_value,liquidity_score,time_to_sell_days
894.0,1,1,3.87,7.02,6.13,10.0,7.67,1.11,10.0,1.0,14,15,2.27,5396.0,0.327,8.51,9.3,3,7.24,villa,tier_2,fully_furnished,8338213.0,48.72,144.0
1125.0,1,2,3.84,10.0,6.27,8.31,5.28,1.35,17.5,1.0,8,22,3.85,9573.0,0.579,8.16,9.38,6,8.48,independent_house,metro,semi_furnished,10131786.0,72.05,100.0
867.0,1,1,5.56,6.28,5.36,,3.69,0.33,5.2,2.0,31,32,3.61,5525.0,0.429,7.87,8.77,1,7.46,apartment,tier_2,unfurnished,5696831.0,65.37,116.0
1765.0,3,3,4.9,8.57,10.0,6.66,3.12,1.34,15.0,1.0,8,9,2.68,9925.0,0.434,6.43,7.74,4,9.97,apartment,metro,semi_furnished,11763753.0,70.58,83.0
1363.0,3,4,9.85,7.07,7.07,7.56,6.52,0.89,12.6,,23,32,4.93,9921.0,0.55,8.76,8.69,7,8.48,apartment,metro,semi_furnished,12343132.0,76.96,89.0
1874.0,2,1,4.03,8.05,7.78,7.63,2.8,1.77,11.0,2.0,11,12,4.03,9476.0,0.502,6.82,9.66,4,9.26,independent_house,metro,semi_furnished,13323946.0,76.28,80.0
1219.0,2,3,19.74,9.63,4.74,4.38,1.23,1.55,7.1,2.0,0,16,3.89,7120.0,0.53,6.15,8.48,4,7.87,independent_house,metro,semi_furnished,8678478.0,80.32,53.0
1239.0,2,1,14.36,4.19,8.39,10.0,5.16,2.91,8.7,1.0,33,38,2.84,6658.0,0.544,9.37,7.28,4,6.91,apartment,tier_1,unfurnished,3828854.0,60.96,122.0
2424.0,5,4,16.26,7.1,6.3,4.61,2.63,4.49,0.0,2.0,13,17,2.45,7050.0,0.632,13.57,9.63,8,6.28,plot,metro,semi_furnished,1500000.0,60.86,124.0
606.0,2,1,5.38,5.86,9.14,8.13,1.99,1.49,0.0,0.0,22,23,4.68,9588.0,0.465,6.91,8.18,6,5.96,apartment,metro,semi_furnished,5865393.0,79.47,82.0
2118.0,4,4,4.03,7.87,5.83,7.39,2.33,1.76,0.0,2.0,17,28,2.58,6691.0,0.481,2.75,9.39,4,7.66,independent_house,tier_1,semi_furnished,12845090.0,80.63,73.0
2310.0,4,4,5.16,8.24,9.26,8.28,5.05,4.23,0.0,2.0,25,26,3.85,4930.0,0.74,6.12,8.1,3,10.0,apartment,tier_2,fully_furnished,3243351.0,86.75,63.0
1848.0,5,5,8.97,6.49,8.6,7.55,4.11,3.08,8.7,2.0,1,32,4.22,7626.0,0.795,9.04,9.06,7,8.03,apartment,tier_1,semi_furnished,7124757.0,83.85,95.0
1278.0,2,2,8.34,6.42,,6.89,2.53,3.27,7.0,1.0,4,39,2.12,5624.0,0.904,5.87,8.36,6,6.29,independent_house,tier_1,fully_furnished,3944502.0,67.92,83.0
2192.0,5,5,18.52,7.51,9.41,7.58,5.15,4.43,2.5,2.0,31,32,3.19,7537.0,0.589,2.4,8.04,6,7.84,apartment,metro,semi_furnished,2230957.0,79.01,58.0
1283.0,2,1,20.62,,8.95,6.46,2.81,3.03,20.6,,13,39,2.5,4194.0,0.785,7.82,9.04,7,7.82,apartment,tier_2,semi_furnished,2868180.0,69.48,88.0
1083.0,2,3,9.29,7.7,,6.35,1.36,0.88,8.8,1.0,11,12,3.71,8885.0,0.527,6.36,7.89,4,7.47,apartment,metro,fully_furnished,10715442.0,74.17,75.0
1248.0,2,2,2.9,5.97,5.31,10.0,1.95,6.05,18.1,1.0,8,31,2.64,10239.0,0.666,4.99,7.03,7,8.38,apartment,metro,fully_furnished,1500000.0,67.17,93.0
1153.0,2,1,6.88,8.3,8.36,7.61,4.34,3.45,0.0,1.0,24,25,2.58,8968.0,0.6,7.89,9.25,8,9.14,independent_house,metro,fully_furnished,4689559.0,61.97,118.0
958.0,2,3,35.39,5.22,7.11,0.0,2.89,2.79,14.3,0.0,0,24,2.19,3026.0,0.896,9.88,8.08,3,5.15,independent_house,tier_1,fully_furnished,1522530.0,54.16,121.0
2027.0,4,4,3.03,6.35,7.08,8.24,4.49,5.53,18.8,2.0,26,33,3.31,9122.0,0.47,5.68,8.85,5,6.84,independent_house,metro,semi_furnished,1500000.0,64.24,111.0
1048.0,3,4,10.11,6.07,7.13,5.72,6.3,2.7,14.1,1.0,22,23,1.86,6503.0,0.434,9.6,8.82,6,7.48,apartment,tier_1,unfurnished,4126397.0,44.08,131.0
1435.0,4,4,5.13,6.75,6.95,10.0,3.17,1.63,7.4,2.0,21,23,4.72,9569.0,0.59,7.35,9.21,5,7.73,apartment,metro,semi_furnished,12201428.0,86.85,68.0
699.0,2,2,25.91,9.26,5.53,2.3,9.1,0.79,8.7,1.0,0,8,,4474.0,0.234,3.79,9.41,6,7.14,apartment,tier_1,fully_furnished,2823273.0,57.98,104.0
1466.0,2,3,10.7,8.47,4.42,9.13,4.8,1.63,13.7,1.0,5,32,4.11,7096.0,0.594,1.0,9.04,3,8.43,apartment,tier_1,semi_furnished,7818641.0,96.59,39.0
849.0,1,2,5.17,6.48,4.07,8.9,3.98,1.45,11.4,2.0,30,31,3.3,9223.0,0.14,7.74,9.16,4,6.77,apartment,metro,semi_furnished,5724016.0,56.0,114.0
836.0,2,3,6.18,6.48,7.51,7.89,1.9,3.34,19.7,1.0,32,33,3.65,8912.0,0.423,6.82,9.42,4,9.07,plot,metro,fully_furnished,3509063.0,67.79,92.0
1393.0,3,3,1.76,8.53,2.88,8.86,3.67,3.92,3.4,2.0,23,24,2.2,7425.0,0.58,4.72,8.11,7,7.28,independent_house,tier_1,fully_furnished,3782473.0,61.55,106.0
2000.0,3,3,10.01,,,9.95,3.85,0.63,18.7,2.0,2,21,3.86,7106.0,0.284,5.1,8.04,3,8.96,independent_house,tier_1,fully_furnished,15935869.0,74.82,85.0
1679.0,3,3,10.21,7.23,7.86,7.46,5.67,1.24,13.3,2.0,18,19,2.3,10084.0,0.626,3.26,9.14,3,8.65,apartment,metro,semi_furnished,13412614.0,72.36,101.0
1715.0,4,4,3.0,6.29,6.49,8.54,3.23,1.0,12.5,2.0,19,22,4.59,6941.0,0.188,7.85,7.07,2,7.42,apartment,tier_1,semi_furnished,11406386.0,71.89,94.0
1382.0,3,3,12.39,6.94,8.75,8.1,5.08,3.52,9.5,1.0,15,34,2.9,9776.0,0.567,3.63,7.46,4,7.36,apartment,metro,fully_furnished,3670170.0,66.79,103.0
1275.0,3,2,20.45,8.41,6.56,5.71,4.38,1.06,19.5,2.0,27,28,3.99,7839.0,0.713,6.12,7.1,7,7.62,apartment,metro,unfurnished,7148215.0,80.48,80.0
1861.0,3,4,3.54,,7.71,7.73,6.05,3.36,3.9,2.0,15,36,2.26,8662.0,0.79,5.48,9.6,7,8.36,apartment,metro,unfurnished,5159975.0,73.97,77.0
1157.0,2,1,12.21,8.66,3.67,6.95,6.2,2.54,1.8,1.0,22,27,4.04,6108.0,0.856,2.2,9.58,7,7.1,apartment,tier_1,fully_furnished,5473002.0,89.86,55.0
1884.0,4,3,12.41,10.0,3.19,4.37,4.9,3.69,11.2,2.0,10,24,1.85,7212.0,0.422,8.95,9.34,2,6.61,apartment,metro,semi_furnished,2021562.0,39.87,146.0
2093.0,4,3,9.32,8.11,6.6,7.62,5.68,1.89,5.4,3.0,25,26,1.92,6817.0,0.507,6.45,8.64,4,8.36,plot,tier_1,semi_furnished,8541842.0,49.38,151.0
1012.0,2,1,9.73,7.07,7.72,8.01,6.32,1.59,13.3,,23,26,4.3,10631.0,0.455,14.63,8.19,2,8.27,apartment,metro,unfurnished,8046656.0,69.11,118.0
1089.0,1,1,6.02,8.94,8.62,,5.27,2.55,26.1,2.0,26,27,4.21,8504.0,0.734,4.24,8.39,3,8.51,plot,tier_1,semi_furnished,4441737.0,88.27,46.0
1166.0,2,3,1.7,5.54,6.7,8.18,4.8,2.65,11.6,2.0,21,22,2.96,8974.0,0.617,12.72,8.94,11,6.23,apartment,metro,fully_furnished,6112241.0,50.61,133.0
687.0,2,1,10.54,9.48,7.42,6.33,5.04,3.15,12.6,1.0,28,29,3.03,7346.0,0.578,7.18,9.22,4,8.76,villa,tier_1,semi_furnished,4618594.0,63.2,99.0
1206.0,1,2,14.23,,8.34,,7.2,1.21,23.6,2.0,11,12,3.24,5790.0,0.569,5.48,7.6,1,7.0,apartment,tier_1,semi_furnished,6094657.0,74.63,88.0
2127.0,5,6,4.24,10.0,6.78,10.0,4.5,1.0,14.0,1.0,3,22,3.62,9982.0,0.682,3.84,9.24,5,8.81,apartment,metro,semi_furnished,18011426.0,90.83,49.0
906.0,1,2,5.21,6.12,8.0,8.83,5.61,5.73,19.4,1.0,33,34,4.26,10514.0,0.426,2.73,9.57,3,8.9,apartment,metro,fully_furnished,1500000.0,79.43,76.0
2139.0,4,4,4.77,8.19,5.08,8.03,3.08,4.49,8.8,2.0,29,30,3.06,7225.0,0.723,4.94,9.33,2,9.85,apartment,tier_1,fully_furnished,2856291.0,73.7,80.0
1225.0,2,3,11.04,4.86,,8.6,7.0,4.03,10.5,1.0,13,14,1.96,5098.0,0.639,4.63,7.26,6,8.3,plot,tier_2,semi_furnished,1500000.0,64.87,101.0
2549.0,5,6,10.06,6.88,6.09,7.66,5.11,0.77,5.6,2.0,24,25,3.29,5007.0,0.768,5.65,9.27,8,7.52,apartment,tier_2,semi_furnished,13175968.0,80.54,82.0
1095.0,2,3,4.45,5.58,8.32,9.14,3.68,3.76,14.6,1.0,25,27,2.7,9932.0,0.515,4.65,8.53,6,9.23,villa,metro,unfurnished,3675562.0,68.94,98.0
1375.0,2,2,8.19,5.04,5.79,9.07,4.17,4.04,14.8,1.0,8,33,,6636.0,0.589,9.86,10.0,3,6.11,apartment,tier_1,semi_furnished,1950127.0,61.6,107.0
977.0,2,1,8.38,9.01,8.11,7.77,3.91,0.93,16.7,0.0,15,16,3.03,10866.0,0.777,3.53,8.48,5,8.47,apartment,metro,unfurnished,9083164.0,80.06,68.0
1092.0,3,3,10.66,5.36,5.25,6.03,4.31,1.98,14.4,3.0,2,37,4.44,7752.0,0.373,4.61,9.59,2,6.1,apartment,metro,semi_furnished,5495585.0,76.67,63.0
2146.0,4,5,6.49,6.1,6.01,8.16,4.68,4.9,9.8,2.0,3,31,3.33,6673.0,0.799,6.17,9.92,4,6.9,apartment,tier_1,semi_furnished,1500000.0,72.77,97.0
1697.0,3,3,16.73,5.92,7.41,7.37,3.95,4.3,15.3,2.0,29,30,2.78,5589.0,0.533,4.35,9.33,4,7.64,plot,tier_1,unfurnished,1500000.0,62.52,102.0
1985.0,3,2,10.75,8.91,,9.96,1.44,0.64,22.7,2.0,31,32,4.42,8081.0,0.721,10.0,8.11,2,8.94,independent_house,tier_1,unfurnished,15689354.0,78.91,73.0
766.0,1,1,16.55,8.73,6.15,4.16,7.49,1.27,12.0,1.0,10,39,2.67,3531.0,0.726,4.02,9.03,4,6.91,independent_house,tier_2,unfurnished,2941212.0,67.21,79.0
1791.0,3,2,10.58,9.11,2.57,9.65,4.78,5.21,0.3,3.0,27,28,3.36,9339.0,0.548,5.94,7.88,6,7.93,apartment,metro,unfurnished,1500000.0,63.89,105.0
945.0,3,4,11.18,6.02,8.43,,4.79,2.72,3.1,1.0,17,37,3.05,5707.0,0.586,5.7,8.1,6,6.85,apartment,tier_1,semi_furnished,3791302.0,68.93,100.0
755.0,1,2,2.55,9.22,6.8,9.39,4.21,0.91,12.9,1.0,6,31,2.64,9624.0,0.337,5.73,9.65,11,6.59,plot,metro,unfurnished,5995053.0,53.64,113.0
1574.0,1,1,10.05,6.01,5.39,9.87,5.93,4.19,4.1,2.0,9,31,3.64,7918.0,0.258,13.79,8.64,2,7.72,apartment,metro,unfurnished,1500000.0,49.66,155.0
1569.0,3,2,8.07,6.07,10.0,7.41,4.39,1.7,7.0,2.0,15,31,2.83,8728.0,0.599,10.95,8.47,1,8.52,apartment,metro,fully_furnished,10185266.0,56.53,111.0
1478.0,3,2,17.62,6.15,5.66,5.21,3.74,1.49,6.7,1.0,33,34,2.61,3540.0,0.792,8.53,10.09,5,7.31,apartment,tier_2,unfurnished,4855695.0,59.47,108.0
1823.0,3,2,16.1,6.21,6.12,5.07,3.86,1.76,14.2,1.0,29,30,3.2,4981.0,0.548,7.83,9.86,4,5.64,independent_house,tier_1,fully_furnished,8256022.0,55.27,118.0
1904.0,4,4,18.75,7.06,5.36,5.36,6.55,4.0,23.7,2.0,19,26,2.81,6812.0,0.206,12.81,7.63,2,5.67,villa,metro,semi_furnished,1500000.0,42.61,165.0
2214.0,2,1,5.31,5.94,8.88,,4.66,0.21,0.0,3.0,25,26,2.99,6642.0,0.495,6.33,8.7,3,6.6,independent_house,tier_1,semi_furnished,19139054.0,65.13,113.0
831.0,3,4,8.47,7.55,9.44,6.92,4.24,5.55,19.2,1.0,24,37,3.23,4264.0,0.491,5.94,8.25,5,8.65,independent_house,tier_2,semi_furnished,2201321.0,60.52,123.0
2231.0,5,6,19.85,3.29,9.27,7.07,3.52,3.99,18.8,3.0,22,23,3.89,3638.0,0.516,6.66,8.38,3,6.47,apartment,tier_2,unfurnished,2768483.0,72.19,100.0
2429.0,4,4,5.21,7.54,9.25,7.65,3.72,2.75,13.1,2.0,33,37,2.94,7173.0,0.396,6.47,9.55,7,7.96,plot,tier_1,fully_furnished,7349718.0,60.91,120.0
1260.0,2,3,17.69,5.57,5.98,6.27,6.25,1.58,9.3,2.0,28,29,2.19,6914.0,0.45,7.85,9.21,4,7.21,apartment,metro,fully_furnished,7553201.0,54.7,105.0
582.0,2,2,16.51,6.2,9.84,5.91,2.65,0.53,17.1,1.0,1,19,3.81,6141.0,0.311,7.09,7.18,5,8.94,villa,tier_1,unfurnished,6287623.0,64.54,77.0
731.0,2,1,8.28,6.23,6.67,9.67,5.51,0.54,11.5,1.0,11,27,2.81,5860.0,0.95,1.0,9.62,4,7.54,apartment,tier_2,semi_furnished,5720331.0,85.99,48.0
1210.0,2,3,22.91,8.61,4.38,3.15,5.57,0.28,9.7,2.0,2,32,3.67,3444.0,0.881,7.7,8.19,4,7.15,plot,tier_2,semi_furnished,4426452.0,68.92,101.0
2497.0,3,3,16.95,7.96,6.27,6.56,4.69,5.89,0.0,2.0,29,30,4.35,4339.0,0.407,8.39,9.0,2,7.99,apartment,tier_2,fully_furnished,1500000.0,75.32,102.0
1459.0,5,6,3.33,6.95,7.55,10.0,3.96,4.66,14.7,,2,29,3.31,7310.0,0.589,8.35,9.22,3,9.69,apartment,tier_1,fully_furnished,1500000.0,67.12,108.0
1129.0,3,4,20.8,6.13,5.9,2.78,1.63,2.47,22.2,0.0,31,32,2.56,7023.0,0.473,4.76,9.28,6,6.31,apartment,metro,unfurnished,2909147.0,56.64,108.0
1094.0,2,3,8.3,8.37,7.25,6.66,5.5,2.96,0.0,1.0,8,27,,5267.0,0.552,2.43,8.09,6,7.45,apartment,tier_1,fully_furnished,3934639.0,69.93,91.0
762.0,2,2,11.03,9.89,,10.0,1.43,1.85,3.9,0.0,2,19,2.65,8126.0,0.652,10.54,9.0,5,8.93,apartment,metro,fully_furnished,5463644.0,61.61,107.0
1905.0,4,4,11.06,7.16,7.7,7.05,4.6,1.03,7.2,2.0,11,12,2.61,9712.0,0.614,5.8,9.37,6,9.04,villa,metro,semi_furnished,22105024.0,66.52,108.0
1402.0,3,2,12.8,4.8,8.11,6.96,4.39,3.27,8.8,2.0,31,32,3.0,6363.0,0.757,5.45,8.49,2,8.77,apartment,tier_1,unfurnished,4459817.0,81.91,80.0
2542.0,3,2,20.11,6.15,6.69,4.51,5.68,0.72,5.3,1.0,12,29,2.24,5029.0,0.488,4.99,8.19,8,5.92,plot,tier_1,fully_furnished,9909559.0,58.31,125.0
1777.0,3,2,10.93,8.04,5.76,9.58,2.69,0.54,21.1,2.0,33,34,2.38,4652.0,0.582,8.52,7.7,2,6.79,apartment,tier_2,semi_furnished,7039902.0,53.38,138.0
1882.0,3,2,7.91,6.54,4.5,5.76,2.6,2.53,26.9,2.0,29,30,3.95,6438.0,0.135,9.83,10.23,6,6.85,independent_house,tier_1,unfurnished,5717395.0,61.07,116.0
1324.0,2,2,4.34,,6.85,10.0,5.26,2.72,12.8,1.0,13,37,3.47,4620.0,0.609,8.21,7.53,1,7.01,apartment,tier_2,fully_furnished,3412642.0,68.86,112.0
883.0,2,3,6.24,5.85,6.09,6.37,3.99,0.59,5.7,1.0,13,14,3.62,6773.0,0.204,8.1,7.77,6,5.86,villa,tier_1,semi_furnished,10754839.0,51.09,123.0
996.0,1,1,16.25,7.34,6.8,3.74,0.67,1.82,12.3,1.0,31,32,3.98,5931.0,0.352,5.74,8.81,2,6.17,villa,tier_1,fully_furnished,6502448.0,70.83,88.0
738.0,1,1,18.41,4.9,3.48,3.87,4.29,6.27,2.0,1.0,20,21,1.69,4946.0,0.809,5.51,7.71,5,4.85,apartment,metro,semi_furnished,1500000.0,46.98,145.0
1923.0,3,4,6.75,7.15,4.42,8.13,7.55,1.32,9.3,,1,21,3.05,6861.0,0.811,5.68,10.22,2,5.97,plot,tier_1,unfurnished,8908448.0,77.12,100.0
1250.0,3,3,14.37,7.33,7.87,5.41,5.29,3.14,15.3,1.0,21,33,4.69,9182.0,0.399,8.17,7.51,3,8.14,apartment,metro,fully_furnished,5018527.0,74.54,98.0
1945.0,4,3,5.87,6.53,4.22,7.45,2.17,6.63,16.2,2.0,24,29,4.86,8517.0,0.889,5.16,8.77,3,6.68,apartment,metro,semi_furnished,1500000.0,85.88,67.0
1521.0,4,4,2.06,5.64,6.68,8.19,5.15,2.11,15.4,2.0,7,26,2.72,9590.0,0.71,8.71,9.44,4,7.77,villa,metro,semi_furnished,11716250.0,62.46,111.0
1298.0,2,3,2.93,8.73,5.59,7.99,6.07,0.15,7.2,2.0,16,17,2.53,4938.0,0.666,8.93,7.52,5,7.47,independent_house,tier_2,semi_furnished,9716365.0,49.75,146.0
842.0,2,3,17.16,5.2,5.48,4.4,1.19,1.87,12.0,1.0,11,12,1.5,5282.0,0.371,9.06,7.88,1,6.13,apartment,tier_1,unfurnished,3421250.0,38.83,146.0
1607.0,4,5,2.15,7.46,7.15,9.79,3.78,1.26,8.2,2.0,17,20,2.95,6076.0,0.908,5.62,8.71,8,8.37,apartment,tier_2,semi_furnished,9760098.0,86.23,64.0
1336.0,3,3,13.61,8.29,7.05,5.71,6.64,5.53,18.0,1.0,24,25,3.84,3822.0,0.711,4.2,8.01,3,8.08,independent_house,tier_2,semi_furnished,1500000.0,83.02,70.0
1919.0,4,4,10.39,7.44,7.93,3.67,1.56,4.46,14.3,2.0,31,32,,4021.0,0.437,7.0,8.98,6,6.22,independent_house,tier_2,fully_furnished,2647372.0,68.23,99.0
1078.0,2,3,17.81,9.05,5.13,5.5,3.8,6.45,24.2,1.0,32,33,2.14,7381.0,0.162,5.44,8.41,3,8.07,plot,metro,fully_furnished,1500000.0,44.92,133.0
1770.0,3,4,9.67,5.5,5.5,8.63,3.91,3.95,13.6,2.0,21,22,3.15,3835.0,0.37,4.99,8.7,2,7.13,apartment,tier_2,semi_furnished,2595004.0,64.8,106.0
2303.0,3,2,11.98,6.01,8.91,6.61,3.55,2.24,4.1,3.0,13,14,2.84,4584.0,0.608,6.09,9.22,6,7.1,villa,tier_2,unfurnished,9314691.0,71.59,81.0
1592.0,3,2,10.23,6.51,6.62,5.68,6.78,2.47,1.3,2.0,31,34,2.35,3665.0,0.542,8.87,7.82,6,7.18,apartment,tier_2,semi_furnished,4945910.0,48.24,138.0
1858.0,4,4,11.11,10.0,7.62,8.26,6.5,1.89,12.3,2.0,17,18,2.76,9558.0,0.849,4.25,8.61,5,9.87,plot,metro,unfurnished,10163133.0,83.16,70.0
1747.0,3,2,8.67,7.96,6.15,5.91,3.76,4.69,0.0,1.0,6,22,4.07,9216.0,0.388,12.33,8.4,5,8.0,apartment,metro,fully_furnished,1500000.0,64.44,116.0
2437.0,5,5,12.12,8.24,7.77,6.52,2.47,0.86,7.7,2.0,7,23,3.75,4937.0,0.635,8.64,7.79,4,8.76,independent_house,tier_2,semi_furnished,15615531.0,77.28,77.0
1643.0,3,3,7.28,8.18,2.77,8.15,6.59,3.28,6.3,2.0,25,26,3.64,8475.0,0.769,5.5,9.33,5,7.23,apartment,metro,fully_furnished,5656474.0,77.05,81.0
1814.0,3,4,15.56,7.32,8.96,7.62,5.69,4.67,4.6,2.0,18,19,4.52,8498.0,0.343,9.27,7.11,5,7.64,villa,metro,semi_furnished,1500000.0,68.66,106.0
1431.0,3,4,9.55,8.77,6.23,8.42,4.27,4.56,12.1,1.0,8,13,3.21,6462.0,0.69,4.15,7.38,3,8.15,independent_house,tier_1,unfurnished,2291936.0,81.38,63.0
1047.0,3,2,14.84,4.39,4.88,6.62,5.48,3.22,2.7,1.0,16,19,3.18,8168.0,0.577,7.49,9.22,11,6.23,apartment,metro,fully_furnished,3532547.0,56.62,112.0
822.0,1,2,5.28,7.62,5.19,9.98,5.47,1.42,0.0,1.0,5,35,3.7,10192.0,0.481,8.38,7.33,9,8.92,plot,metro,semi_furnished,7408403.0,64.52,115.0
2109.0,4,5,6.85,7.84,6.55,6.67,2.73,3.22,14.9,2.0,31,38,2.41,4402.0,0.185,9.08,10.14,6,7.01,apartment,tier_2,fully_furnished,4382847.0,45.84,142.0
926.0,2,2,2.98,8.73,6.81,10.0,3.23,0.81,8.0,2.0,30,31,4.06,6317.0,0.662,6.54,7.28,2,9.7,villa,tier_2,fully_furnished,12923698.0,91.5,52.0
1838.0,3,2,11.25,5.47,7.24,2.9,4.31,3.34,13.6,2.0,33,34,3.86,4252.0,0.459,3.54,9.97,3,6.96,apartment,tier_2,semi_furnished,4116181.0,78.63,80.0
1666.0,3,4,10.92,,4.97,9.27,0.82,1.47,12.3,1.0,20,21,3.65,9757.0,0.511,6.96,9.42,10,8.29,apartment,metro,semi_furnished,12691602.0,70.75,90.0
1927.0,2,1,6.14,5.67,8.48,7.29,3.68,0.79,15.2,2.0,13,19,2.68,10033.0,0.832,10.9,7.16,3,8.27,apartment,metro,semi_furnished,14996132.0,64.02,115.0
1182.0,2,1,8.96,7.98,6.11,8.29,2.87,0.99,12.7,1.0,4,5,,9528.0,0.574,4.84,8.63,3,7.97,apartment,metro,fully_furnished,10741627.0,77.07,73.0
1039.0,1,1,4.27,8.0,6.02,10.0,4.61,0.9,15.6,2.0,19,20,4.86,8670.0,0.624,4.73,7.33,9,7.95,apartment,tier_1,fully_furnished,9642736.0,90.57,54.0
1647.0,4,3,16.51,5.78,6.62,6.66,2.27,1.28,24.5,2.0,18,34,3.79,7194.0,0.931,6.22,7.86,4,8.17,villa,metro,unfurnished,11703748.0,81.65,68.0
1298.0,2,2,16.18,10.0,8.13,6.48,5.07,4.43,13.6,2.0,15,16,2.81,5380.0,0.61,8.8,8.18,2,9.07,villa,tier_1,semi_furnished,2668345.0,59.69,120.0
810.0,1,1,8.67,7.63,6.94,9.04,4.7,2.67,15.4,,22,23,4.91,4513.0,0.437,3.48,6.74,6,7.07,villa,tier_2,unfurnished,4245618.0,83.97,65.0
2458.0,6,5,7.66,7.39,6.08,6.01,4.12,3.33,11.8,2.0,13,19,3.71,6989.0,0.808,5.03,7.95,3,8.22,apartment,tier_1,semi_furnished,7026755.0,82.38,68.0
1038.0,1,2,2.52,6.89,6.45,7.51,5.14,0.09,0.0,0.0,31,32,4.88,10290.0,0.593,3.73,8.38,4,7.58,apartment,metro,fully_furnished,13787626.0,93.7,36.0
933.0,1,1,14.58,8.6,9.07,6.73,5.37,1.06,9.9,1.0,32,33,2.45,9621.0,0.487,11.36,8.39,5,8.81,apartment,metro,fully_furnished,7739275.0,50.19,135.0
1324.0,1,1,4.86,7.78,8.79,8.51,3.87,1.89,21.7,2.0,6,39,2.71,11121.0,0.418,4.0,7.32,4,10.0,independent_house,metro,semi_furnished,9560321.0,69.23,94.0
2101.0,5,6,15.35,10.0,7.62,5.73,4.36,2.81,14.9,2.0,1,25,4.04,8727.0,0.528,7.36,8.16,5,8.2,independent_house,metro,semi_furnished,9644360.0,77.41,87.0
350.0,2,2,2.91,5.38,7.25,10.0,3.08,1.78,7.1,1.0,6,11,1.5,7551.0,0.751,4.85,8.76,7,6.38,apartment,tier_1,unfurnished,3893745.0,55.18,116.0
2058.0,3,2,4.14,4.88,10.0,10.0,3.06,1.71,13.9,2.0,9,31,5.03,11298.0,0.479,8.22,9.25,8,8.65,villa,metro,unfurnished,20939971.0,83.29,77.0
976.0,1,2,3.5,6.09,7.79,7.84,7.14,1.67,2.1,1.0,25,26,4.48,6133.0,0.61,10.02,10.85,4,7.32,apartment,tier_1,semi_furnished,5913691.0,76.71,76.0
1588.0,3,4,4.71,8.03,7.31,9.44,3.94,0.8,16.5,2.0,7,20,2.71,6240.0,0.429,6.43,9.6,5,8.38,apartment,tier_2,fully_furnished,9946508.0,67.3,100.0
1098.0,2,1,31.5,6.56,6.66,0.0,4.28,1.95,7.1,1.0,14,22,4.44,4662.0,0.836,9.41,7.76,5,5.05,apartment,metro,semi_furnished,2917341.0,79.46,82.0
2486.0,5,6,8.0,9.11,7.61,5.78,4.16,4.59,12.3,3.0,14,20,,8802.0,0.332,8.83,8.11,7,6.77,apartment,metro,unfurnished,1500000.0,61.14,108.0
1515.0,3,2,13.23,6.61,1.82,5.44,4.97,5.19,2.8,1.0,24,25,3.13,7936.0,0.403,7.75,8.93,3,6.33,villa,metro,semi_furnished,1500000.0,54.39,117.0
1082.0,2,3,4.0,8.82,8.75,8.93,3.32,1.78,12.7,0.0,16,17,2.47,11232.0,0.461,9.79,9.74,2,10.0,plot,metro,unfurnished,6982547.0,62.23,98.0
1293.0,2,1,5.3,5.95,4.84,7.76,3.49,0.78,0.0,2.0,6,15,4.27,6708.0,0.335,14.17,10.17,3,7.33,apartment,tier_1,unfurnished,8507097.0,61.11,139.0
1497.0,3,2,24.48,8.97,5.78,,5.99,1.64,7.5,2.0,28,29,3.97,3786.0,0.675,10.93,7.04,3,6.61,apartment,tier_2,fully_furnished,5286832.0,71.75,115.0
1542.0,2,1,8.21,9.25,4.62,7.93,1.62,1.25,4.9,2.0,22,23,3.6,4667.0,0.703,1.9,9.49,2,7.87,independent_house,tier_2,unfurnished,9293951.0,89.46,47.0
1678.0,3,4,9.82,6.35,5.75,9.1,4.64,1.26,5.1,2.0,27,28,2.32,7899.0,0.696,2.58,7.44,8,9.69,plot,tier_1,semi_furnished,10229756.0,73.81,86.0
1449.0,1,1,11.71,7.93,6.42,7.84,2.82,2.81,0.0,2.0,7,11,3.81,7597.0,0.704,6.7,8.34,7,8.5,villa,metro,semi_furnished,7406906.0,76.55,80.0
734.0,1,1,22.62,7.6,,2.89,0.68,3.84,5.5,1.0,33,34,4.24,6449.0,0.312,1.0,9.48,9,7.19,apartment,metro,unfurnished,1909616.0,81.89,50.0
1273.0,2,1,1.01,7.98,9.19,10.0,4.15,2.29,13.1,2.0,14,34,4.93,11564.0,0.626,6.51,7.85,5,8.23,villa,metro,unfurnished,12265597.0,89.99,54.0
1765.0,4,3,17.15,9.13,10.0,4.51,2.22,1.8,3.8,2.0,17,34,3.23,8196.0,0.828,2.13,8.17,4,8.46,apartment,metro,unfurnished,11612370.0,81.03,54.0
1102.0,2,3,19.29,8.66,7.17,5.75,1.9,0.75,14.7,2.0,31,32,2.89,3970.0,0.519,7.49,10.33,5,7.5,plot,tier_2,unfurnished,4489567.0,63.55,96.0
